Index	chr	str	end	name	PeakID	Chr_Homer	Start_Homer	End_Homer	CpG%	GC%
9414	chr19	17235940	17255448	ENSG00000269095	NaN	NaN	NaN	NaN	0.035116	0.576892
9415	chr19	17249176	17282786	ENSG00000130307	NaN	NaN	NaN	NaN	0.02544	0.534484
9416	chr19	17267350	17281249	ENSG00000105393	NaN	NaN	NaN	NaN	0.02396	0.524498
9417	chr19	17267418	17282966	ENSG00000269307	NaN	NaN	NaN	NaN	0.029716	0.540841
9418	chr19	17281645	17287646	ENSG00000160117	NaN	NaN	NaN	NaN	0.035	0.577904
9419	chr19	17292131	17310236	ENSG00000127220	NaN	NaN	NaN	NaN	0.037285	0.54902
9420	chr19	17292609	17306843	ENSG00000130312	NaN	NaN	NaN	NaN	0.034708	0.542504
9421	chr19	17309518	17323301	ENSG00000130311	NaN	NaN	NaN	NaN	0.026266	0.561561
9422	chr19	17323223	17334829	ENSG00000074855	NaN	NaN	NaN	NaN	0.053598	0.626659
9423	chr19	17334920	17342735	ENSG00000130299	NaN	NaN	NaN	NaN	0.041336	0.569674
9424	chr19	17351448	17377350	ENSG00000130300	NaN	NaN	NaN	NaN	0.022818	0.517219
9425	chr19	17402939	17405648	ENSG00000130303	NaN	NaN	NaN	NaN	0.025849	0.583979
9426	chr19	17405722	17433724	ENSG00000141971	NaN	NaN	NaN	NaN	0.024035	0.507178
9427	chr19	17435509	17448567	ENSG00000188051	NaN	NaN	NaN	NaN	0.019683	0.505361
9428	chr19	17436611	17460804	ENSG00000269035	NaN	NaN	NaN	NaN	0.023231	0.507213
9429	chr19	17455425	17460954	ENSG00000171773	NaN	NaN	NaN	NaN	0.030391	0.50841
9430	chr19	17468769	17506168	ENSG00000130304	NaN	NaN	NaN	NaN	0.024894	0.538811
9431	chr19	17511629	17521288	ENSG00000130313	NaN	NaN	NaN	NaN	0.030959	0.533285
9432	chr19	17523301	17553839	ENSG00000167483	NaN	NaN	NaN	NaN	0.022104	0.525116
9433	chr19	17555594	17583162	ENSG00000130309	NaN	NaN	NaN	NaN	0.025502	0.52862
9434	chr19	17601328	17688365	ENSG00000130477	NaN	NaN	NaN	NaN	0.020244	0.521686
9435	chr19	17719242	17734516	ENSG00000130479	NaN	NaN	NaN	NaN	0.034112	0.575357
9436	chr19	17747718	17788568	ENSG00000130475	NaN	NaN	NaN	NaN	0.022473	0.537528
9437	chr19	17794828	17813082	ENSG00000179913	NaN	NaN	NaN	NaN	0.018791	0.529309
9438	chr19	17816512	17821574	ENSG00000248099	NaN	NaN	NaN	NaN	0.026477	0.53062
9439	chr19	17824780	17848071	ENSG00000105639	NaN	NaN	NaN	NaN	0.026234	0.549311
9440	chr19	17859876	17864153	ENSG00000105640	NaN	NaN	NaN	NaN	0.035313	0.583119
9441	chr19	17871973	17895174	ENSG00000105641	NaN	NaN	NaN	NaN	0.02569	0.5264
9442	chr19	17933016	17943991	ENSG00000007080	NaN	NaN	NaN	NaN	0.031711	0.55836
9443	chr19	17951293	18000080	ENSG00000105642	NaN	NaN	NaN	NaN	0.025048	0.546949
9444	chr19	18001132	18014102	ENSG00000105643	NaN	NaN	NaN	NaN	0.044105	0.580108
9445	chr19	18058995	18098944	ENSG00000096996	NaN	NaN	NaN	NaN	0.019626	0.511002
9446	chr19	18097793	18151692	ENSG00000099308	NaN	NaN	NaN	NaN	0.027367	0.548693
9447	chr19	18153158	18178117	ENSG00000268173	NaN	NaN	NaN	NaN	0.031693	0.572058
9448	chr19	18173162	18178117	ENSG00000216490	NaN	NaN	NaN	NaN	0.028664	0.567911
9449	chr19	18193182	18196948	ENSG00000254858	NaN	NaN	NaN	NaN	0.044622	0.596123
9450	chr19	18196784	18204074	ENSG00000105649	NaN	NaN	NaN	NaN	0.030594	0.550617
9451	chr19	18207961	18255419	ENSG00000105650	NaN	NaN	NaN	NaN	0.02438	0.541258
9452	chr19	18257097	18274509	ENSG00000130518	NaN	NaN	NaN	NaN	0.022917	0.557949
9453	chr19	18279760	18281622	ENSG00000130522	NaN	NaN	NaN	NaN	0.117679	0.6971
9454	chr19	18306230	18323274	ENSG00000130520	NaN	NaN	NaN	NaN	0.027812	0.563717
9455	chr19	18340587	18369950	ENSG00000130517	NaN	NaN	NaN	NaN	0.021354	0.513265
9456	chr19	18374731	18389176	ENSG00000130513	NaN	NaN	NaN	NaN	0.027209	0.51928
9457	chr19	18391144	18397617	ENSG00000175489	NaN	NaN	NaN	NaN	0.029048	0.548123
9458	chr19	18418864	18434562	ENSG00000130511	NaN	NaN	NaN	NaN	0.043894	0.645241
9459	chr19	18434388	18438301	ENSG00000105655	NaN	NaN	NaN	NaN	0.070552	0.66573
9460	chr19	18442663	18522127	ENSG00000105656	NaN	NaN	NaN	NaN	0.021167	0.55517
9461	chr19	18531751	18544077	ENSG00000105701	NaN	NaN	NaN	NaN	0.027505	0.566364
9462	chr19	18557762	18569387	ENSG00000105700	NaN	NaN	NaN	NaN	0.027873	0.534194
9463	chr19	18571730	18577550	ENSG00000221983	NaN	NaN	NaN	NaN	0.029215	0.532302
9464	chr19	18572220	18607741	ENSG00000006016	NaN	NaN	NaN	NaN	0.033052	0.553194
9465	chr19	18588685	18592336	ENSG00000006015	NaN	NaN	NaN	NaN	0.052329	0.602575
9466	chr19	18607430	18621039	ENSG00000105696	NaN	NaN	NaN	NaN	0.031673	0.583364
9467	chr19	18636965	18671714	ENSG00000167487	NaN	NaN	NaN	NaN	0.02639	0.569714
9468	chr19	18683677	18782333	ENSG00000105662	NaN	NaN	NaN	NaN	0.025209	0.560432
9469	chr19	18782773	18791314	ENSG00000105664	NaN	NaN	NaN	NaN	0.057377	0.628732
9470	chr19	18831938	18868236	ENSG00000005007	NaN	NaN	NaN	NaN	0.028956	0.551546
9471	chr19	18868545	18896096	ENSG00000130283	NaN	NaN	NaN	NaN	0.032668	0.569017
9472	chr19	18868545	18896727	ENSG00000223802	NaN	NaN	NaN	NaN	0.034882	0.573416
9473	chr19	18899514	18919397	ENSG00000105669	NaN	NaN	NaN	NaN	0.026557	0.570638
9474	chr19	18907013	18934397	ENSG00000268193	NaN	NaN	NaN	NaN	0.030055	0.56617
9475	chr19	18919675	18928633	ENSG00000105671	NaN	NaN	NaN	NaN	0.029363	0.57111
9476	chr19	18929201	18941261	ENSG00000051128	NaN	NaN	NaN	NaN	0.033419	0.567662
9477	chr19	18990888	19034023	ENSG00000064607	NaN	NaN	NaN	NaN	0.020842	0.500012
9478	chr19	19033575	19060311	ENSG00000105676	NaN	NaN	NaN	NaN	0.019375	0.514475
9479	chr19	19063999	19112888	ENSG00000181035	NaN	NaN	NaN	NaN	0.020148	0.525865
9480	chr19	19119169	19138513	ENSG00000064545	NaN	NaN	NaN	NaN	0.019904	0.515974
9481	chr19	19145567	19192158	ENSG00000064489	NaN	NaN	NaN	NaN	0.021979	0.54547
9482	chr19	19145568	19170289	ENSG00000213999	NaN	NaN	NaN	NaN	0.019903	0.544517
9483	chr19	19176903	19192591	ENSG00000254901	NaN	NaN	NaN	NaN	0.025945	0.543409
9484	chr19	19192229	19201869	ENSG00000064490	NaN	NaN	NaN	NaN	0.025418	0.546577
9485	chr19	19201416	19203424	ENSG00000184162	NaN	NaN	NaN	NaN	0.030892	0.568227
9486	chr19	19211973	19252233	ENSG00000130287	NaN	NaN	NaN	NaN	0.018257	0.51545
9487	chr19	19255641	19262796	ENSG00000187664	NaN	NaN	NaN	NaN	0.039419	0.59441
9488	chr19	19264364	19273391	ENSG00000213996	NaN	NaN	NaN	NaN	0.018502	0.552897
9489	chr19	19276018	19320844	ENSG00000105705	NaN	NaN	NaN	NaN	0.021439	0.513742
9490	chr19	19320681	19358755	ENSG00000129933	NaN	NaN	NaN	NaN	0.022903	0.543862
9491	chr19	19385826	19508931	ENSG00000167491	NaN	NaN	NaN	NaN	0.018683	0.497345
9492	chr19	19512418	19515685	ENSG00000178093	NaN	NaN	NaN	NaN	0.06981	0.591062
9493	chr19	19515736	19529054	ENSG00000186010	NaN	NaN	NaN	NaN	0.026507	0.531461
9494	chr19	19516227	19536076	ENSG00000258674	NaN	NaN	NaN	NaN	0.025998	0.54839
9495	chr19	19528861	19537581	ENSG00000250067	NaN	NaN	NaN	NaN	0.031311	0.590367
9496	chr19	19538248	19546659	ENSG00000160161	NaN	NaN	NaN	NaN	0.055648	0.642373
9497	chr19	19561707	19618916	ENSG00000105717	NaN	NaN	NaN	NaN	0.019036	0.498733
9498	chr19	19623668	19628930	ENSG00000064547	NaN	NaN	NaN	NaN	0.045619	0.5897
9499	chr19	19629476	19643667	ENSG00000089639	NaN	NaN	NaN	NaN	0.027555	0.561483
9500	chr19	19645198	19663693	ENSG00000105726	NaN	NaN	NaN	NaN	0.02855	0.579832
9501	chr19	19668796	19683509	ENSG00000181896	NaN	NaN	NaN	NaN	0.021411	0.462788
9502	chr19	19710471	19733097	ENSG00000105708	NaN	NaN	NaN	NaN	0.012862	0.420225
9503	chr19	19785839	19821751	ENSG00000081665	NaN	NaN	NaN	NaN	0.012308	0.404879
9504	chr19	19865886	19894674	ENSG00000256771	NaN	NaN	NaN	NaN	0.009588	0.382729
9505	chr19	19900913	19935575	ENSG00000184635	NaN	NaN	NaN	NaN	0.009463	0.399977
9506	chr19	19997058	20039506	ENSG00000197124	NaN	NaN	NaN	NaN	0.012039	0.413989
9507	chr19	20077994	20127076	ENSG00000213988	NaN	NaN	NaN	NaN	0.011165	0.410008
9508	chr19	20167228	20200490	ENSG00000256229	NaN	NaN	NaN	NaN	0.011996	0.409025
9509	chr19	20535825	20565809	ENSG00000237440	NaN	NaN	NaN	NaN	0.009205	0.394544
9510	chr19	20544571	20863281	ENSG00000188171	NaN	NaN	NaN	NaN	0.008852	0.394687
9511	chr19	20776304	20807322	ENSG00000160229	NaN	NaN	NaN	NaN	0.006319	0.384583
9512	chr19	20923222	20950697	ENSG00000105750	NaN	NaN	NaN	NaN	0.008044	0.378708
9513	chr19	21020620	21060050	ENSG00000118620	NaN	NaN	NaN	NaN	0.010424	0.390515
9514	chr19	21082159	21125270	ENSG00000160352	NaN	NaN	NaN	NaN	0.009534	0.38779
9515	chr19	21142024	21196053	ENSG00000196705	NaN	NaN	NaN	NaN	0.009291	0.39116
9516	chr19	21221500	21329425	ENSG00000182141	NaN	NaN	NaN	NaN	0.008342	0.398078
9517	chr19	21358930	21379302	ENSG00000172687	NaN	NaN	NaN	NaN	0.011683	0.400795
9518	chr19	21397119	21427573	ENSG00000196268	NaN	NaN	NaN	NaN	0.007947	0.384284
9519	chr19	21405159	21491266	ENSG00000269237	NaN	NaN	NaN	NaN	0.013042	0.426922
9520	chr19	21496682	21556270	ENSG00000197013	NaN	NaN	NaN	NaN	0.010976	0.410636
9521	chr19	21722766	21767628	ENSG00000197020	NaN	NaN	NaN	NaN	0.009652	0.385627
9522	chr19	21804949	21852125	ENSG00000198521	NaN	NaN	NaN	NaN	0.012252	0.417776
9523	chr19	21932958	22010949	ENSG00000160321	NaN	NaN	NaN	NaN	0.006232	0.381634
9524	chr19	22052452	22091480	ENSG00000197134	NaN	NaN	NaN	NaN	0.009993	0.380906
9525	chr19	22179091	22196951	ENSG00000196109	NaN	NaN	NaN	NaN	0.005543	0.379563
9526	chr19	22286408	22317176	ENSG00000196350	NaN	NaN	NaN	NaN	0.008581	0.384263
9527	chr19	22391019	22532485	ENSG00000197360	NaN	NaN	NaN	NaN	0.010232	0.391227
9528	chr19	22634324	22667670	ENSG00000229676	NaN	NaN	NaN	NaN	0.010196	0.390242
9529	chr19	22752183	22784107	ENSG00000213973	NaN	NaN	NaN	NaN	0.010807	0.388235
9530	chr19	22975468	23003176	ENSG00000269067	NaN	NaN	NaN	NaN	0.006533	0.379638
9531	chr19	23075210	23147219	ENSG00000183850	NaN	NaN	NaN	NaN	0.011443	0.415198
9532	chr19	23221599	23250390	ENSG00000196081	NaN	NaN	NaN	NaN	0.011671	0.403841
9533	chr19	23304991	23395560	ENSG00000167232	NaN	NaN	NaN	NaN	0.008977	0.405569
9534	chr19	23525631	23687220	ENSG00000197372	NaN	NaN	NaN	NaN	0.008932	0.423492
9535	chr19	23739195	23758891	ENSG00000196172	NaN	NaN	NaN	NaN	0.010206	0.381702
9536	chr19	23914876	23945159	ENSG00000213967	NaN	NaN	NaN	NaN	0.008916	0.373708
9537	chr19	24033405	24129961	ENSG00000213096	NaN	NaN	NaN	NaN	0.009611	0.414257
9538	chr19	29205321	29213541	ENSG00000169021	NaN	NaN	NaN	NaN	0.020319	0.423966
9539	chr19	29526499	29564479	ENSG00000187135	NaN	NaN	NaN	NaN	0.018853	0.512033
9540	chr19	29604017	29617237	ENSG00000105171	NaN	NaN	NaN	NaN	0.02156	0.497579
9541	chr19	29665056	29675457	ENSG00000166289	NaN	NaN	NaN	NaN	0.032596	0.568984
9542	chr19	29698886	29715789	ENSG00000131943	NaN	NaN	NaN	NaN	0.021358	0.503875
9543	chr19	29811898	29824308	ENSG00000105173	NaN	NaN	NaN	NaN	0.025546	0.474537
9544	chr19	29923644	30016608	ENSG00000105176	NaN	NaN	NaN	NaN	0.010176	0.37876
9545	chr19	30228290	30713538	ENSG00000198597	NaN	NaN	NaN	NaN	0.013782	0.463809
9546	chr19	31274945	31349547	ENSG00000121297	NaN	NaN	NaN	NaN	0.016434	0.468848
9547	chr19	32345594	32387667	ENSG00000168813	NaN	NaN	NaN	NaN	0.011005	0.398213
9548	chr19	32405543	32485895	ENSG00000178904	NaN	NaN	NaN	NaN	0.011724	0.40447
9549	chr19	32581068	32587452	ENSG00000105185	NaN	NaN	NaN	NaN	0.022873	0.458333
9550	chr19	32597007	32676597	ENSG00000105186	NaN	NaN	NaN	NaN	0.020832	0.48976
9551	chr19	32675407	32678300	ENSG00000186326	NaN	NaN	NaN	NaN	0.077455	0.618044
9552	chr19	32691961	32713796	ENSG00000213965	NaN	NaN	NaN	NaN	0.018183	0.461278
9553	chr19	32719753	32829580	ENSG00000173809	NaN	NaN	NaN	NaN	0.013342	0.444856
9554	chr19	32830509	32869766	ENSG00000021488	NaN	NaN	NaN	NaN	0.017017	0.466261
9555	chr19	32875925	32971991	ENSG00000121289	NaN	NaN	NaN	NaN	0.012721	0.454833
9556	chr19	32972209	32978222	ENSG00000131944	NaN	NaN	NaN	NaN	0.024784	0.4921
9557	chr19	32978593	33064888	ENSG00000131941	NaN	NaN	NaN	NaN	0.018205	0.483284
9558	chr19	33080880	33130542	ENSG00000076650	NaN	NaN	NaN	NaN	0.017942	0.45713
9559	chr19	33132090	33175795	ENSG00000166359	NaN	NaN	NaN	NaN	0.017069	0.488091
9560	chr19	33177603	33208867	ENSG00000130881	NaN	NaN	NaN	NaN	0.027061	0.546923
9561	chr19	33208664	33225850	ENSG00000130876	NaN	NaN	NaN	NaN	0.025022	0.57797
9562	chr19	33299934	33302564	ENSG00000245848	NaN	NaN	NaN	NaN	0.084443	0.659696
9563	chr19	33373330	33382686	ENSG00000153879	NaN	NaN	NaN	NaN	0.0248	0.448055
9564	chr19	33386950	33521794	ENSG00000124299	NaN	NaN	NaN	NaN	0.021164	0.534661
9565	chr19	33621955	33773509	ENSG00000124302	NaN	NaN	NaN	NaN	0.016713	0.492704
9566	chr19	33795933	33815763	ENSG00000153885	NaN	NaN	NaN	NaN	0.031015	0.56001
9567	chr19	34172504	34229515	ENSG00000257103	NaN	NaN	NaN	NaN	0.011858	0.398274
9568	chr19	34254537	34355586	ENSG00000166398	NaN	NaN	NaN	NaN	0.014813	0.449466
9569	chr19	34359480	34402156	ENSG00000105220	NaN	NaN	NaN	NaN	0.018325	0.524534
9570	chr19	34396315	34409364	ENSG00000266953	NaN	NaN	NaN	NaN	0.024601	0.498965
9571	chr19	34404384	34426168	ENSG00000126249	NaN	NaN	NaN	NaN	0.017628	0.450652
9572	chr19	34428352	34471251	ENSG00000126261	NaN	NaN	NaN	NaN	0.015106	0.421665
9573	chr19	34481638	34512304	ENSG00000142279	NaN	NaN	NaN	NaN	0.027654	0.549664
9574	chr19	34593329	34675699	ENSG00000205209	NaN	NaN	NaN	NaN	0.00862	0.423067
9575	chr19	34677639	34686397	ENSG00000089335	NaN	NaN	NaN	NaN	0.015074	0.398264
9576	chr19	34734155	34745378	ENSG00000197841	NaN	NaN	NaN	NaN	0.010248	0.397309
9577	chr19	34758076	34773229	ENSG00000153896	NaN	NaN	NaN	NaN	0.01122	0.435161
9578	chr19	34926903	34945170	ENSG00000168661	NaN	NaN	NaN	NaN	0.01407	0.426945
9579	chr19	34956354	34964049	ENSG00000180884	NaN	NaN	NaN	NaN	0.019106	0.512801
9580	chr19	34994784	35026471	ENSG00000089351	NaN	NaN	NaN	NaN	0.024333	0.556821
9581	chr19	35030684	35040448	ENSG00000105711	NaN	NaN	NaN	NaN	0.030831	0.556739
9582	chr19	35040506	35066571	ENSG00000105707	NaN	NaN	NaN	NaN	0.019644	0.524113
9583	chr19	35115879	35124324	ENSG00000089356	NaN	NaN	NaN	NaN	0.017883	0.53878
9584	chr19	35124513	35142451	ENSG00000153902	NaN	NaN	NaN	NaN	0.025144	0.557309
9585	chr19	35138808	35143109	ENSG00000266964	NaN	NaN	NaN	NaN	0.037674	0.610788
9586	chr19	35143250	35154301	ENSG00000221946	NaN	NaN	NaN	NaN	0.017376	0.523844
9587	chr19	35154730	35169883	ENSG00000089327	NaN	NaN	NaN	NaN	0.013662	0.498713
9588	chr19	35224800	35228729	ENSG00000177558	NaN	NaN	NaN	NaN	0.022912	0.549249
9589	chr19	35248330	35267964	ENSG00000105699	NaN	NaN	NaN	NaN	0.025365	0.542528
9590	chr19	35268978	35279821	ENSG00000105698	NaN	NaN	NaN	NaN	0.033758	0.57355
9591	chr19	35280716	35285143	ENSG00000105697	NaN	NaN	NaN	NaN	0.019205	0.540998
9592	chr19	35292125	35313804	ENSG00000105695	NaN	NaN	NaN	NaN	0.023111	0.544167
9593	chr19	35319261	35347355	ENSG00000012124	NaN	NaN	NaN	NaN	0.018403	0.502456
9594	chr19	35351552	35353862	ENSG00000126266	NaN	NaN	NaN	NaN	0.042876	0.577056
9595	chr19	35358460	35360485	ENSG00000185897	NaN	NaN	NaN	NaN	0.032115	0.602963
9596	chr19	35370929	35372962	ENSG00000126251	NaN	NaN	NaN	NaN	0.030512	0.599115
9597	chr19	35443907	35451767	ENSG00000126262	NaN	NaN	NaN	NaN	0.021377	0.496819
9598	chr19	35487324	35495558	ENSG00000188508	NaN	NaN	NaN	NaN	0.02077	0.521982
9599	chr19	35497220	35513658	ENSG00000161249	NaN	NaN	NaN	NaN	0.021111	0.540455
9600	chr19	35523367	35528351	ENSG00000189001	NaN	NaN	NaN	NaN	0.021072	0.576645
9601	chr19	35533412	35545316	ENSG00000105679	NaN	NaN	NaN	NaN	0.022431	0.544607
9602	chr19	35545595	35547526	ENSG00000105677	NaN	NaN	NaN	NaN	0.044041	0.585707
9603	chr19	35550043	35563658	ENSG00000105675	NaN	NaN	NaN	NaN	0.028353	0.58083
9604	chr19	35612744	35625349	ENSG00000249115	NaN	NaN	NaN	NaN	0.018328	0.544228
9605	chr19	35629030	35637686	ENSG00000126254	NaN	NaN	NaN	NaN	0.024379	0.537893
9606	chr19	35641745	35644871	ENSG00000105672	NaN	NaN	NaN	NaN	0.05504	0.648752
9607	chr19	35648223	35658861	ENSG00000126267	NaN	NaN	NaN	NaN	0.020118	0.4906
9608	chr19	35666516	35678483	ENSG00000105668	NaN	NaN	NaN	NaN	0.023985	0.526949
9609	chr19	35704527	35717038	ENSG00000011590	NaN	NaN	NaN	NaN	0.021743	0.524818
9610	chr19	35718019	35738878	ENSG00000272333	NaN	NaN	NaN	NaN	0.032841	0.597728
9611	chr19	35738801	35742453	ENSG00000126246	NaN	NaN	NaN	NaN	0.03725	0.579135
9612	chr19	35739252	35745432	ENSG00000267120	NaN	NaN	NaN	NaN	0.036737	0.574757
9613	chr19	35742464	35745445	ENSG00000161265	NaN	NaN	NaN	NaN	0.031544	0.558202
9614	chr19	35745114	35747519	ENSG00000205155	NaN	NaN	NaN	NaN	0.029534	0.519751
9615	chr19	35745678	35754519	ENSG00000188223	NaN	NaN	NaN	NaN	0.022285	0.529691
9616	chr19	35748361	35754519	ENSG00000267796	NaN	NaN	NaN	NaN	0.022414	0.546606
9617	chr19	35754568	35758079	ENSG00000004776	NaN	NaN	NaN	NaN	0.052707	0.625463
9618	chr19	35758143	35771028	ENSG00000167595	NaN	NaN	NaN	NaN	0.022586	0.539309
9619	chr19	35774532	35788822	ENSG00000004777	NaN	NaN	NaN	NaN	0.032543	0.609307
9620	chr19	35799988	35813299	ENSG00000250799	NaN	NaN	NaN	NaN	0.017731	0.515664
9621	chr19	35825964	35869287	ENSG00000161270	NaN	NaN	NaN	NaN	0.023245	0.530988
9622	chr19	35855861	35867109	ENSG00000126259	NaN	NaN	NaN	NaN	0.02783	0.564723
9623	chr19	35867899	35879791	ENSG00000105290	NaN	NaN	NaN	NaN	0.029182	0.570215
9624	chr19	35887653	35902303	ENSG00000167604	NaN	NaN	NaN	NaN	0.025394	0.533788
9625	chr19	35902480	35904377	ENSG00000126264	NaN	NaN	NaN	NaN	0.024262	0.586716
9626	chr19	35904401	35908295	ENSG00000011600	NaN	NaN	NaN	NaN	0.018752	0.514638
9627	chr19	35935358	35945767	ENSG00000126243	NaN	NaN	NaN	NaN	0.035261	0.569027
9628	chr19	35995199	35996315	ENSG00000205138	NaN	NaN	NaN	NaN	0.07713	0.633513
9629	chr19	36003307	36008793	ENSG00000181392	NaN	NaN	NaN	NaN	0.018049	0.556325
9630	chr19	36009120	36014239	ENSG00000239382	NaN	NaN	NaN	NaN	0.025205	0.563196
9631	chr19	36014660	36033343	ENSG00000105270	NaN	NaN	NaN	NaN	0.021732	0.527057
9632	chr19	36034985	36054762	ENSG00000161277	NaN	NaN	NaN	NaN	0.017041	0.489913
9633	chr19	36054881	36105106	ENSG00000075702	NaN	NaN	NaN	NaN	0.019294	0.514545
9634	chr19	36111151	36113711	ENSG00000105261	NaN	NaN	NaN	NaN	0.032435	0.563672
9635	chr19	36113710	36115346	ENSG00000105258	NaN	NaN	NaN	NaN	0.066667	0.606968
9636	chr19	36114289	36125947	ENSG00000105254	NaN	NaN	NaN	NaN	0.032255	0.552839
9637	chr19	36139575	36150353	ENSG00000126247	NaN	NaN	NaN	NaN	0.028579	0.541473
9638	chr19	36150922	36152869	ENSG00000161281	NaN	NaN	NaN	NaN	0.052415	0.631228
9639	chr19	36182060	36246257	ENSG00000196357	NaN	NaN	NaN	NaN	0.018428	0.451158
9640	chr19	36214602	36238774	ENSG00000167635	NaN	NaN	NaN	NaN	0.017418	0.428388
9641	chr19	36334453	36379199	ENSG00000142065	NaN	NaN	NaN	NaN	0.013342	0.426921
9642	chr19	36383120	36418656	ENSG00000181007	NaN	NaN	NaN	NaN	0.012129	0.407418
9643	chr19	36445119	36489902	ENSG00000186017	NaN	NaN	NaN	NaN	0.013041	0.40962
9644	chr19	36510695	36528660	ENSG00000254004	NaN	NaN	NaN	NaN	0.012469	0.401559
9645	chr19	36534774	36605276	ENSG00000186020	NaN	NaN	NaN	NaN	0.011702	0.409648
9646	chr19	36604817	36634113	ENSG00000161298	NaN	NaN	NaN	NaN	0.012528	0.419204
9647	chr19	36637192	36666853	ENSG00000197808	NaN	NaN	NaN	NaN	0.011362	0.403055
9648	chr19	36687612	36727701	ENSG00000189042	NaN	NaN	NaN	NaN	0.010402	0.405448
9649	chr19	36714383	36772825	ENSG00000267041	NaN	NaN	NaN	NaN	0.011773	0.411536
9650	chr19	36773153	36777078	ENSG00000267260	NaN	NaN	NaN	NaN	0.031855	0.458344
9651	chr19	36817428	36850787	ENSG00000197863	NaN	NaN	NaN	NaN	0.014299	0.425672
9652	chr19	36850361	36913029	ENSG00000251247	NaN	NaN	NaN	NaN	0.010085	0.392864
9653	chr19	36888124	36916291	ENSG00000185869	NaN	NaN	NaN	NaN	0.00948	0.393333
9654	chr19	36916329	36998700	ENSG00000198453	NaN	NaN	NaN	NaN	0.010732	0.400505
9655	chr19	37007857	37130314	ENSG00000197050	NaN	NaN	NaN	NaN	0.013412	0.421772
9656	chr19	37093019	37210512	ENSG00000267360	NaN	NaN	NaN	NaN	0.010052	0.408179
9657	chr19	37106734	37172741	ENSG00000196967	NaN	NaN	NaN	NaN	0.009908	0.407669
9658	chr19	37181579	37218153	ENSG00000245680	NaN	NaN	NaN	NaN	0.01482	0.422076
9659	chr19	37217926	37248738	ENSG00000188283	NaN	NaN	NaN	NaN	0.014313	0.413962
9660	chr19	37312837	37369365	ENSG00000181666	NaN	NaN	NaN	NaN	0.015232	0.438261
9661	chr19	37371061	37393066	ENSG00000189164	NaN	NaN	NaN	NaN	0.011271	0.407226
9662	chr19	37411155	37469275	ENSG00000196437	NaN	NaN	NaN	NaN	0.010651	0.392722
9663	chr19	37467585	37488652	ENSG00000171827	NaN	NaN	NaN	NaN	0.014573	0.416481
9664	chr19	37506939	37548762	ENSG00000188227	NaN	NaN	NaN	NaN	0.012195	0.427181
9665	chr19	37551406	37614097	ENSG00000171817	NaN	NaN	NaN	NaN	0.010879	0.395559
9666	chr19	37554782	37594790	ENSG00000180479	NaN	NaN	NaN	NaN	0.010473	0.39972
9667	chr19	37613749	37692337	ENSG00000120784	NaN	NaN	NaN	NaN	0.012865	0.410928
9668	chr19	37667751	37692322	ENSG00000196381	NaN	NaN	NaN	NaN	0.014042	0.419682
9669	chr19	37689865	37719188	ENSG00000267552	NaN	NaN	NaN	NaN	0.01562	0.418682
9670	chr19	37696363	37719790	ENSG00000198182	NaN	NaN	NaN	NaN	0.015154	0.415546
9671	chr19	37735833	37817300	ENSG00000189144	NaN	NaN	NaN	NaN	0.014018	0.413787
9672	chr19	37884823	37906677	ENSG00000171804	NaN	NaN	NaN	NaN	0.014231	0.469662
9673	chr19	37907228	38208372	ENSG00000105738	NaN	NaN	NaN	NaN	0.015693	0.475201
9674	chr19	38211006	38229714	ENSG00000011332	NaN	NaN	NaN	NaN	0.034319	0.57152
9675	chr19	38244035	38292614	ENSG00000167642	NaN	NaN	NaN	NaN	0.0239	0.512217
9676	chr19	38251237	38256591	ENSG00000167641	NaN	NaN	NaN	NaN	0.033439	0.584049
9677	chr19	38289151	38304910	ENSG00000267748	NaN	NaN	NaN	NaN	0.022909	0.533663
9678	chr19	38304161	38305009	ENSG00000167644	NaN	NaN	NaN	NaN	0.042503	0.65566
9679	chr19	38305104	38317273	ENSG00000167645	NaN	NaN	NaN	NaN	0.026052	0.553702
9680	chr19	38319844	38332076	ENSG00000099337	NaN	NaN	NaN	NaN	0.021993	0.528695
9681	chr19	38335775	38370943	ENSG00000099338	NaN	NaN	NaN	NaN	0.023858	0.530994
9682	chr19	38374536	38383824	ENSG00000099341	NaN	NaN	NaN	NaN	0.023581	0.536068
9683	chr19	38384265	38388082	ENSG00000179168	NaN	NaN	NaN	NaN	0.057652	0.649201
9684	chr19	38388421	38399587	ENSG00000188766	NaN	NaN	NaN	NaN	0.028751	0.562422
9685	chr19	38403135	38409088	ENSG00000130244	NaN	NaN	NaN	NaN	0.031082	0.547791
9686	chr19	38409051	38426305	ENSG00000171777	NaN	NaN	NaN	NaN	0.020054	0.535122
9687	chr19	38433699	38587564	ENSG00000196218	NaN	NaN	NaN	NaN	0.020904	0.52827
9688	chr19	38587641	38618882	ENSG00000104814	NaN	NaN	NaN	NaN	0.020198	0.508658
9689	chr19	38619082	38636955	ENSG00000178982	NaN	NaN	NaN	NaN	0.020815	0.503721
9690	chr19	38647649	38731583	ENSG00000130402	NaN	NaN	NaN	NaN	0.021017	0.530047
9691	chr19	38730187	38769904	ENSG00000182472	NaN	NaN	NaN	NaN	0.0211	0.511519
9692	chr19	38770971	38773492	ENSG00000205076	NaN	NaN	NaN	NaN	0.039286	0.585482
