name	bins	geneID	gname	tid	strand	gene_biotype
bins1470751_ENSG00000188368	bins1470751	ENSG00000188368	PRR19	ENST00000598490	+	protein_coding
bins1470901_ENSG00000079462	bins1470901	ENSG00000079462	PAFAH1B3	ENST00000538771	-	protein_coding
bins1471051_ENSG00000167619	bins1471051	ENSG00000167619	TMEM145	ENST00000301204	+	protein_coding
bins1471201_ENSG00000105429	bins1471201	ENSG00000105429	MEGF8	ENST00000334370	+	protein_coding
bins1471351_ENSG00000105427	bins1471351	ENSG00000105427	CNFN	ENST00000222032	-	protein_coding
bins1471501_ENSG00000079435	bins1471501	ENSG00000079435	LIPE	ENST00000244289	-	protein_coding
bins1471651_ENSG00000189377	bins1471651	ENSG00000189377	CXCL17	ENST00000601181	-	protein_coding
bins1471801_ENSG00000079385	bins1471801	ENSG00000079385	CEACAM1	ENST00000600172	-	protein_coding
bins1471951_ENSG00000124469	bins1471951	ENSG00000124469	CEACAM8	ENST00000614151	-	protein_coding
bins1472101_ENSG00000221826	bins1472101	ENSG00000221826	PSG3	ENST00000327495	-	protein_coding
bins1472251_ENSG00000124467	bins1472251	ENSG00000124467	PSG8	ENST00000401467	-	protein_coding
bins1472401_ENSG00000231924	bins1472401	ENSG00000231924	PSG1	ENST00000595124	-	protein_coding
bins1472551_ENSG00000170848	bins1472551	ENSG00000170848	PSG6	ENST00000621241	-	protein_coding
bins1472701_ENSG00000243130	bins1472701	ENSG00000243130	PSG11	ENST00000320078	-	protein_coding
bins1472851_ENSG00000221878	bins1472851	ENSG00000221878	PSG7	ENST00000618424	-	protein_coding
bins1473001_ENSG00000242221	bins1473001	ENSG00000242221	PSG2	ENST00000406487	-	protein_coding
bins1473151_ENSG00000204941	bins1473151	ENSG00000204941	PSG5	ENST00000366175	-	protein_coding
bins1473301_ENSG00000243137	bins1473301	ENSG00000243137	PSG4	ENST00000405312	-	protein_coding
bins1473451_ENSG00000183668	bins1473451	ENSG00000183668	PSG9	ENST00000418820	-	protein_coding
bins1473601_ENSG00000204936	bins1473601	ENSG00000204936	CD177	ENST00000618265	+	protein_coding
bins1473751_ENSG00000131126	bins1473751	ENSG00000131126	TEX101	ENST00000602198	+	protein_coding
bins1473901_ENSG00000124466	bins1473901	ENSG00000124466	LYPD3	ENST00000244333	-	protein_coding
bins1474051_ENSG00000176531	bins1474051	ENSG00000176531	PHLDB3	ENST00000292140	-	protein_coding
bins1474201_ENSG00000176472	bins1474201	ENSG00000176472	ZNF575	ENST00000458714	+	protein_coding
bins1474351_ENSG00000105755	bins1474351	ENSG00000105755	ETHE1	ENST00000292147	-	protein_coding
bins1474501_ENSG00000234465	bins1474501	ENSG00000234465	PINLYP	ENST00000612042	+	protein_coding
bins1474651_ENSG00000073050	bins1474651	ENSG00000073050	XRCC1	ENST00000262887	-	protein_coding
bins1474801_ENSG00000268361	bins1474801	ENSG00000268361	L34079.2	ENST00000594374	-	protein_coding
bins1474951_ENSG00000167378	bins1474951	ENSG00000167378	IRGQ	ENST00000422989	-	protein_coding
bins1475101_ENSG00000124444	bins1475101	ENSG00000124444	ZNF576	ENST00000336564	+	protein_coding
bins1475251_ENSG00000226763	bins1475251	ENSG00000226763	SRRM5	ENST00000607544	+	protein_coding
bins1475401_ENSG00000131116	bins1475401	ENSG00000131116	ZNF428	ENST00000300811	-	protein_coding
bins1475551_ENSG00000105767	bins1475551	ENSG00000105767	CADM4	ENST00000222374	-	protein_coding
bins1475701_ENSG00000011422	bins1475701	ENSG00000011422	PLAUR	ENST00000339082	-	protein_coding
bins1475851_ENSG00000124449	bins1475851	ENSG00000124449	IRGC	ENST00000244314	+	protein_coding
bins1476001_ENSG00000105771	bins1476001	ENSG00000105771	SMG9	ENST00000270066	-	protein_coding
bins1476151_ENSG00000104783	bins1476151	ENSG00000104783	KCNN4	ENST00000262888	-	protein_coding
bins1476301_ENSG00000159871	bins1476301	ENSG00000159871	LYPD5	ENST00000602179	-	protein_coding
bins1476451_ENSG00000167637	bins1476451	ENSG00000167637	ZNF283	ENST00000618787	+	protein_coding
bins1476601_ENSG00000176222	bins1476601	ENSG00000176222	ZNF404	ENST00000588094	-	protein_coding
bins1476751_ENSG00000124459	bins1476751	ENSG00000124459	ZNF45	ENST00000269973	-	protein_coding
bins1476901_ENSG00000159905	bins1476901	ENSG00000159905	ZNF221	ENST00000251269	+	protein_coding
bins1477051_ENSG00000204920	bins1477051	ENSG00000204920	ZNF155	ENST00000590411	+	protein_coding
bins1477201_ENSG00000159882	bins1477201	ENSG00000159882	ZNF230	ENST00000429154	+	protein_coding
bins1477351_ENSG00000159885	bins1477351	ENSG00000159885	ZNF222	ENST00000187879	+	protein_coding
bins1477501_ENSG00000267022	bins1477501	ENSG00000267022	ZNF223	ENST00000591793	+	protein_coding
bins1477651_ENSG00000186026	bins1477651	ENSG00000186026	ZNF284	ENST00000421176	+	protein_coding
bins1477801_ENSG00000267680	bins1477801	ENSG00000267680	ZNF224	ENST00000336976	+	protein_coding
bins1477951_ENSG00000256294	bins1477951	ENSG00000256294	ZNF225	ENST00000262894	+	protein_coding
bins1478101_ENSG00000263002	bins1478101	ENSG00000263002	ZNF234	ENST00000426739	+	protein_coding
bins1478251_ENSG00000167380	bins1478251	ENSG00000167380	ZNF226	ENST00000588883	+	protein_coding
bins1478401_ENSG00000131115	bins1478401	ENSG00000131115	ZNF227	ENST00000621083	+	protein_coding
bins1478551_ENSG00000159915	bins1478551	ENSG00000159915	ZNF233	ENST00000592581	+	protein_coding
bins1478701_ENSG00000159917	bins1478701	ENSG00000159917	ZNF235	ENST00000592844	-	protein_coding
bins1478851_ENSG00000062370	bins1478851	ENSG00000062370	ZNF112	ENST00000590687	-	protein_coding
bins1479001_ENSG00000267508	bins1479001	ENSG00000267508	ZNF285	ENST00000614994	-	protein_coding
bins1479151_ENSG00000267173	bins1479151	ENSG00000267173	CTC-512J12.6	ENST00000588212	-	protein_coding
bins1479301_ENSG00000278318	bins1479301	ENSG00000278318	ZNF229	ENST00000591289	-	protein_coding
bins1479451_ENSG00000167384	bins1479451	ENSG00000167384	ZNF180	ENST00000590088	-	protein_coding
bins1479601_ENSG00000273777	bins1479601	ENSG00000273777	CEACAM20	ENST00000621342	-	protein_coding
bins1479751_ENSG00000216588	bins1479751	ENSG00000216588	IGSF23	ENST00000402988	+	protein_coding
bins1479901_ENSG00000073008	bins1479901	ENSG00000073008	PVR	ENST00000344956	+	protein_coding
bins1480051_ENSG00000186567	bins1480051	ENSG00000186567	CEACAM19	ENST00000358777	+	protein_coding
bins1480201_ENSG00000213892	bins1480201	ENSG00000213892	CEACAM16	ENST00000587331	+	protein_coding
bins1480351_ENSG00000069399	bins1480351	ENSG00000069399	BCL3	ENST00000403534	+	protein_coding
bins1480501_ENSG00000142273	bins1480501	ENSG00000142273	CBLC	ENST00000341505	+	protein_coding
bins1480651_ENSG00000187244	bins1480651	ENSG00000187244	BCAM	ENST00000611077	+	protein_coding
bins1480801_ENSG00000130202	bins1480801	ENSG00000130202	PVRL2	ENST00000252483	+	protein_coding
bins1480951_ENSG00000130204	bins1480951	ENSG00000130204	TOMM40	ENST00000252487	+	protein_coding
bins1481101_ENSG00000130203	bins1481101	ENSG00000130203	APOE	ENST00000252486	+	protein_coding
bins1481251_ENSG00000130208	bins1481251	ENSG00000130208	APOC1	ENST00000588750	+	protein_coding
bins1481401_ENSG00000267467	bins1481401	ENSG00000267467	APOC4	ENST00000592954	+	protein_coding
bins1481551_ENSG00000224916	bins1481551	ENSG00000224916	APOC4-APOC2	ENST00000585685	+	protein_coding
bins1481701_ENSG00000234906	bins1481701	ENSG00000234906	APOC2	ENST00000592257	+	protein_coding
bins1481851_ENSG00000267114	bins1481851	ENSG00000267114	CTB-129P6.11	ENST00000591646	-	lincRNA
bins1482001_ENSG00000104853	bins1482001	ENSG00000104853	CLPTM1	ENST00000541297	+	protein_coding
bins1482151_ENSG00000104856	bins1482151	ENSG00000104856	RELB	ENST00000221452	+	protein_coding
bins1482301_ENSG00000104859	bins1482301	ENSG00000104859	CLASRP	ENST00000221455	+	protein_coding
bins1482451_ENSG00000170684	bins1482451	ENSG00000170684	ZNF296	ENST00000303809	-	protein_coding
bins1482601_ENSG00000142252	bins1482601	ENSG00000142252	GEMIN7	ENST00000270257	+	protein_coding
bins1482751_ENSG00000007047	bins1482751	ENSG00000007047	MARK4	ENST00000587566	+	protein_coding
bins1482901_ENSG00000104866	bins1482901	ENSG00000104866	PPP1R37	ENST00000221462	+	protein_coding
bins1483051_ENSG00000179846	bins1483051	ENSG00000179846	NKPD1	ENST00000317951	-	protein_coding
bins1483201_ENSG00000007255	bins1483201	ENSG00000007255	TRAPPC6A	ENST00000006275	-	protein_coding
bins1483351_ENSG00000189114	bins1483351	ENSG00000189114	BLOC1S3	ENST00000433642	+	protein_coding
bins1483501_ENSG00000267545	bins1483501	ENSG00000267545	AC005779.2	ENST00000593083	+	protein_coding
bins1483651_ENSG00000266958	bins1483651	ENSG00000266958	AC006126.3	ENST00000591569	+	antisense
bins1483801_ENSG00000130201	bins1483801	ENSG00000130201	EXOC3L2	ENST00000413988	-	protein_coding
bins1483951_ENSG00000104879	bins1483951	ENSG00000104879	CKM	ENST00000221476	-	protein_coding
bins1484101_ENSG00000104892	bins1484101	ENSG00000104892	KLC3	ENST00000589373	+	protein_coding
bins1484251_ENSG00000104884	bins1484251	ENSG00000104884	ERCC2	ENST00000391945	-	protein_coding
bins1484401_ENSG00000117877	bins1484401	ENSG00000117877	CD3EAP	ENST00000309424	+	protein_coding
bins1484551_ENSG00000104881	bins1484551	ENSG00000104881	PPP1R13L	ENST00000418234	-	protein_coding
bins1484701_ENSG00000125740	bins1484701	ENSG00000125740	FOSB	ENST00000353609	+	protein_coding
bins1484851_ENSG00000012061	bins1484851	ENSG00000012061	ERCC1	ENST00000423698	-	protein_coding
bins1485001_ENSG00000213889	bins1485001	ENSG00000213889	PPM1N	ENST00000401705	+	protein_coding
bins1485151_ENSG00000125744	bins1485151	ENSG00000125744	RTN2	ENST00000245923	-	protein_coding
bins1485301_ENSG00000125753	bins1485301	ENSG00000125753	VASP	ENST00000245932	+	protein_coding
bins1485451_ENSG00000177464	bins1485451	ENSG00000177464	GPR4	ENST00000323040	-	protein_coding
bins1485601_ENSG00000125741	bins1485601	ENSG00000125741	OPA3	ENST00000323060	-	protein_coding
bins1485751_ENSG00000267757	bins1485751	ENSG00000267757	C19orf83	ENST00000591087	+	processed_transcript
bins1485901_ENSG00000125746	bins1485901	ENSG00000125746	EML2	ENST00000587152	-	protein_coding
bins1486051_ENSG00000010310	bins1486051	ENSG00000010310	GIPR	ENST00000590918	+	protein_coding
bins1486201_ENSG00000011478	bins1486201	ENSG00000011478	QPCTL	ENST00000012049	+	protein_coding
bins1486351_ENSG00000125743	bins1486351	ENSG00000125743	SNRPD2	ENST00000342669	-	protein_coding
bins1486501_ENSG00000177051	bins1486501	ENSG00000177051	FBXO46	ENST00000317683	-	protein_coding
bins1486651_ENSG00000237452	bins1486651	ENSG00000237452	AC074212.3	ENST00000457052	+	protein_coding
bins1486801_ENSG00000177045	bins1486801	ENSG00000177045	SIX5	ENST00000317578	-	protein_coding
bins1486951_ENSG00000104936	bins1486951	ENSG00000104936	DMPK	ENST00000588522	-	protein_coding
bins1487101_ENSG00000268434	bins1487101	ENSG00000268434	AC011530.4	ENST00000593999	-	protein_coding
bins1487251_ENSG00000185800	bins1487251	ENSG00000185800	DMWD	ENST00000377735	-	protein_coding
bins1487401_ENSG00000104941	bins1487401	ENSG00000104941	RSPH6A	ENST00000221538	-	protein_coding
bins1487551_ENSG00000125755	bins1487551	ENSG00000125755	SYMPK	ENST00000245934	-	protein_coding
bins1487701_ENSG00000170608	bins1487701	ENSG00000170608	FOXA3	ENST00000302177	+	protein_coding
bins1487851_ENSG00000170604	bins1487851	ENSG00000170604	IRF2BP1	ENST00000302165	-	protein_coding
bins1488001_ENSG00000176182	bins1488001	ENSG00000176182	MYPOP	ENST00000322217	-	protein_coding
bins1488151_ENSG00000188425	bins1488151	ENSG00000188425	NANOS2	ENST00000341294	-	protein_coding
bins1488301_ENSG00000104967	bins1488301	ENSG00000104967	NOVA2	ENST00000263257	-	protein_coding
bins1488451_ENSG00000104983	bins1488451	ENSG00000104983	CCDC61	ENST00000536603	+	protein_coding
bins1488601_ENSG00000008438	bins1488601	ENSG00000008438	PGLYRP1	ENST00000008938	-	protein_coding
bins1488751_ENSG00000204869	bins1488751	ENSG00000204869	IGFL4	ENST00000601672	-	protein_coding
bins1488901_ENSG00000188624	bins1488901	ENSG00000188624	IGFL3	ENST00000341415	-	protein_coding
bins1489051_ENSG00000204866	bins1489051	ENSG00000204866	IGFL2	ENST00000600243	+	protein_coding
bins1489201_ENSG00000188293	bins1489201	ENSG00000188293	IGFL1	ENST00000437936	+	protein_coding
bins1489351_ENSG00000124440	bins1489351	ENSG00000124440	HIF3A	ENST00000377670	+	protein_coding
bins1489501_ENSG00000011485	bins1489501	ENSG00000011485	PPP5C	ENST00000478046	+	protein_coding
bins1489651_ENSG00000169515	bins1489651	ENSG00000169515	CCDC8	ENST00000307522	-	protein_coding
bins1489801_ENSG00000182013	bins1489801	ENSG00000182013	PNMAL1	ENST00000313683	-	protein_coding
bins1489951_ENSG00000204851	bins1489951	ENSG00000204851	PNMAL2	ENST00000594749	-	protein_coding
bins1490101_ENSG00000268423	bins1490101	ENSG00000268423	AC011551.3	ENST00000593888	-	sense_intronic
bins1490251_ENSG00000160014	bins1490251	ENSG00000160014	CALM3	ENST00000291295	+	protein_coding
bins1490401_ENSG00000230510	bins1490401	ENSG00000230510	PPP5D1	ENST00000602017	-	protein_coding
bins1490551_ENSG00000160013	bins1490551	ENSG00000160013	PTGIR	ENST00000291294	-	protein_coding
bins1490701_ENSG00000167414	bins1490701	ENSG00000167414	GNG8	ENST00000300873	-	protein_coding
bins1490851_ENSG00000197380	bins1490851	ENSG00000197380	DACT3	ENST00000391916	-	protein_coding
bins1491001_ENSG00000105287	bins1491001	ENSG00000105287	PRKD2	ENST00000433867	-	protein_coding
bins1491151_ENSG00000181027	bins1491151	ENSG00000181027	FKRP	ENST00000600646	+	protein_coding
bins1491301_ENSG00000090372	bins1491301	ENSG00000090372	STRN4	ENST00000391910	-	protein_coding
bins1491451_ENSG00000105281	bins1491451	ENSG00000105281	SLC1A5	ENST00000542575	-	protein_coding
bins1491601_ENSG00000042753	bins1491601	ENSG00000042753	AP2S1	ENST00000263270	-	protein_coding
bins1491751_ENSG00000160007	bins1491751	ENSG00000160007	ARHGAP35	ENST00000404338	+	protein_coding
bins1491901_ENSG00000130751	bins1491901	ENSG00000130751	NPAS1	ENST00000602212	+	protein_coding
bins1492051_ENSG00000130748	bins1492051	ENSG00000130748	TMEM160	ENST00000253047	-	protein_coding
bins1492201_ENSG00000142230	bins1492201	ENSG00000142230	SAE1	ENST00000413379	+	protein_coding
bins1492351_ENSG00000130749	bins1492351	ENSG00000130749	ZC3H4	ENST00000253048	-	protein_coding
bins1492501_ENSG00000105327	bins1492501	ENSG00000105327	BBC3	ENST00000449228	-	protein_coding
bins1492651_ENSG00000105321	bins1492651	ENSG00000105321	CCDC9	ENST00000221922	+	protein_coding
bins1492801_ENSG00000257704	bins1492801	ENSG00000257704	PRR24	ENST00000552360	+	protein_coding
bins1492951_ENSG00000197405	bins1492951	ENSG00000197405	C5AR1	ENST00000594787	+	protein_coding
bins1493101_ENSG00000134830	bins1493101	ENSG00000134830	C5AR2	ENST00000595464	+	protein_coding
bins1493251_ENSG00000134815	bins1493251	ENSG00000134815	DHX34	ENST00000328771	+	protein_coding
bins1493401_ENSG00000105419	bins1493401	ENSG00000105419	MEIS3	ENST00000331559	-	protein_coding
bins1493551_ENSG00000118160	bins1493551	ENSG00000118160	SLC8A2	ENST00000236877	-	protein_coding
bins1493701_ENSG00000118162	bins1493701	ENSG00000118162	KPTN	ENST00000338134	-	protein_coding
bins1493851_ENSG00000105402	bins1493851	ENSG00000105402	NAPA	ENST00000263354	-	protein_coding
bins1494001_ENSG00000118156	bins1494001	ENSG00000118156	ZNF541	ENST00000391901	-	protein_coding
bins1494151_ENSG00000063169	bins1494151	ENSG00000063169	GLTSCR1	ENST00000396720	+	protein_coding
bins1494301_ENSG00000024422	bins1494301	ENSG00000024422	EHD2	ENST00000263277	+	protein_coding
bins1494451_ENSG00000105373	bins1494451	ENSG00000105373	GLTSCR2	ENST00000246802	+	protein_coding
bins1494601_ENSG00000178980	bins1494601	ENSG00000178980	SEPW1	ENST00000601048	+	protein_coding
bins1494751_ENSG00000178928	bins1494751	ENSG00000178928	TPRX1	ENST00000535759	-	protein_coding
bins1494901_ENSG00000105392	bins1494901	ENSG00000105392	CRX	ENST00000221996	+	protein_coding
bins1495051_ENSG00000105398	bins1495051	ENSG00000105398	SULT2A1	ENST00000222002	-	protein_coding
bins1495201_ENSG00000188334	bins1495201	ENSG00000188334	BSPH1	ENST00000344839	-	protein_coding
bins1495351_ENSG00000169393	bins1495351	ENSG00000169393	ELSPBP1	ENST00000339841	+	protein_coding
bins1495501_ENSG00000105507	bins1495501	ENSG00000105507	CABP5	ENST00000293255	-	protein_coding
bins1495651_ENSG00000105499	bins1495651	ENSG00000105499	PLA2G4C	ENST00000599111	-	protein_coding
bins1495801_ENSG00000105486	bins1495801	ENSG00000105486	LIG1	ENST00000263274	-	protein_coding
bins1495951_ENSG00000185453	bins1495951	ENSG00000185453	C19orf68	ENST00000328759	+	protein_coding
bins1496101_ENSG00000178150	bins1496101	ENSG00000178150	ZNF114	ENST00000597695	+	protein_coding
bins1496251_ENSG00000105483	bins1496251	ENSG00000105483	CARD8	ENST00000517510	-	protein_coding
bins1496401_ENSG00000142227	bins1496401	ENSG00000142227	EMP3	ENST00000599704	+	protein_coding
bins1496551_ENSG00000105479	bins1496551	ENSG00000105479	CCDC114	ENST00000474199	-	protein_coding
bins1496701_ENSG00000161558	bins1496701	ENSG00000161558	TMEM143	ENST00000293261	-	protein_coding
bins1496851_ENSG00000105467	bins1496851	ENSG00000105467	SYNGR4	ENST00000344846	+	protein_coding
bins1497001_ENSG00000105438	bins1497001	ENSG00000105438	KDELR1	ENST00000330720	-	protein_coding
bins1497151_ENSG00000105464	bins1497151	ENSG00000105464	GRIN2D	ENST00000263269	+	protein_coding
bins1497301_ENSG00000105447	bins1497301	ENSG00000105447	GRWD1	ENST00000253237	+	protein_coding
bins1497451_ENSG00000182324	bins1497451	ENSG00000182324	KCNJ14	ENST00000342291	+	protein_coding
bins1497601_ENSG00000268465	bins1497601	ENSG00000268465	CTC-273B12.7	ENST00000595676	+	protein_coding
bins1497751_ENSG00000105443	bins1497751	ENSG00000105443	CYTH2	ENST00000452733	+	protein_coding
bins1497901_ENSG00000142235	bins1497901	ENSG00000142235	LMTK3	ENST00000270238	-	protein_coding
bins1498051_ENSG00000088002	bins1498051	ENSG00000088002	SULT2B1	ENST00000201586	+	protein_coding
bins1498201_ENSG00000177202	bins1498201	ENSG00000177202	SPACA4	ENST00000321762	+	protein_coding
bins1498351_ENSG00000105523	bins1498351	ENSG00000105523	FAM83E	ENST00000263266	-	protein_coding
bins1498501_ENSG00000063176	bins1498501	ENSG00000063176	SPHK2	ENST00000340932	+	protein_coding
bins1498651_ENSG00000063177	bins1498651	ENSG00000063177	RPL18	ENST00000549920	-	protein_coding
bins1498801_ENSG00000105516	bins1498801	ENSG00000105516	DBP	ENST00000222122	-	protein_coding
bins1498951_ENSG00000063180	bins1498951	ENSG00000063180	CA11	ENST00000084798	-	protein_coding
bins1499101_ENSG00000142233	bins1499101	ENSG00000142233	NTN5	ENST00000270235	-	protein_coding
bins1499251_ENSG00000176920	bins1499251	ENSG00000176920	FUT2	ENST00000425340	+	protein_coding
bins1499401_ENSG00000176909	bins1499401	ENSG00000176909	MAMSTR	ENST00000318083	-	protein_coding
bins1499551_ENSG00000105538	bins1499551	ENSG00000105538	RASIP1	ENST00000222145	-	protein_coding
bins1499701_ENSG00000182264	bins1499701	ENSG00000182264	IZUMO1	ENST00000332955	-	protein_coding
bins1499851_ENSG00000174951	bins1499851	ENSG00000174951	FUT1	ENST00000310160	-	protein_coding
bins1500001_ENSG00000105550	bins1500001	ENSG00000105550	FGF21	ENST00000593756	+	protein_coding
bins1500151_ENSG00000105552	bins1500151	ENSG00000105552	BCAT2	ENST00000402551	-	protein_coding
bins1500301_ENSG00000087076	bins1500301	ENSG00000087076	HSD17B14	ENST00000263278	-	protein_coding
bins1500451_ENSG00000105559	bins1500451	ENSG00000105559	PLEKHA4	ENST00000263265	-	protein_coding
bins1500601_ENSG00000087074	bins1500601	ENSG00000087074	PPP1R15A	ENST00000200453	+	protein_coding
bins1500751_ENSG00000104804	bins1500751	ENSG00000104804	TULP2	ENST00000221399	-	protein_coding
bins1500901_ENSG00000104805	bins1500901	ENSG00000104805	NUCB1	ENST00000405315	+	protein_coding
bins1501051_ENSG00000104808	bins1501051	ENSG00000104808	DHDH	ENST00000221403	+	protein_coding
bins1501201_ENSG00000087088	bins1501201	ENSG00000087088	BAX	ENST00000345358	+	protein_coding
bins1501351_ENSG00000087086	bins1501351	ENSG00000087086	FTL	ENST00000331825	+	protein_coding
bins1501501_ENSG00000104812	bins1501501	ENSG00000104812	GYS1	ENST00000323798	-	protein_coding
bins1501651_ENSG00000183207	bins1501651	ENSG00000183207	RUVBL2	ENST00000595090	+	protein_coding
bins1501801_ENSG00000104826	bins1501801	ENSG00000104826	LHB	ENST00000221421	-	protein_coding
bins1501951_ENSG00000104827	bins1501951	ENSG00000104827	CGB	ENST00000357383	-	protein_coding
bins1502101_ENSG00000104818	bins1502101	ENSG00000104818	CGB2	ENST00000359342	+	protein_coding
bins1502251_ENSG00000267631	bins1502251	ENSG00000267631	CGB1	ENST00000601167	-	protein_coding
bins1502401_ENSG00000267335	bins1502401	ENSG00000267335	CTB-60B18.6	ENST00000591656	-	protein_coding
bins1502551_ENSG00000189052	bins1502551	ENSG00000189052	CGB5	ENST00000301408	+	protein_coding
bins1502701_ENSG00000213030	bins1502701	ENSG00000213030	CGB8	ENST00000448456	-	protein_coding
bins1502851_ENSG00000196337	bins1502851	ENSG00000196337	CGB7	ENST00000597853	-	protein_coding
bins1503001_ENSG00000225950	bins1503001	ENSG00000225950	NTF4	ENST00000599795	-	protein_coding
bins1503151_ENSG00000104848	bins1503151	ENSG00000104848	KCNA7	ENST00000221444	-	protein_coding
bins1503301_ENSG00000104852	bins1503301	ENSG00000104852	SNRNP70	ENST00000601065	+	protein_coding
bins1503451_ENSG00000104863	bins1503451	ENSG00000104863	LIN7B	ENST00000391864	+	protein_coding
bins1503601_ENSG00000221916	bins1503601	ENSG00000221916	C19orf73	ENST00000408991	-	protein_coding
bins1503751_ENSG00000177380	bins1503751	ENSG00000177380	PPFIA3	ENST00000334186	+	protein_coding
bins1503901_ENSG00000130528	bins1503901	ENSG00000130528	HRC	ENST00000252825	-	protein_coding
bins1504051_ENSG00000130529	bins1504051	ENSG00000130529	TRPM4	ENST00000252826	+	protein_coding
bins1504201_ENSG00000063127	bins1504201	ENSG00000063127	SLC6A16	ENST00000335875	-	protein_coding
bins1504351_ENSG00000104894	bins1504351	ENSG00000104894	CD37	ENST00000391859	+	protein_coding
bins1504501_ENSG00000104901	bins1504501	ENSG00000104901	DKKL1	ENST00000594268	+	protein_coding
bins1504651_ENSG00000074219	bins1504651	ENSG00000074219	TEAD2	ENST00000311227	-	protein_coding
bins1504801_ENSG00000161609	bins1504801	ENSG00000161609	CCDC155	ENST00000447857	+	protein_coding
bins1504951_ENSG00000142538	bins1504951	ENSG00000142538	PTH2	ENST00000270631	-	protein_coding
bins1505101_ENSG00000261949	bins1505101	ENSG00000261949	GFY	ENST00000576655	+	protein_coding
bins1505251_ENSG00000104888	bins1505251	ENSG00000104888	SLC17A7	ENST00000600601	-	protein_coding
bins1505401_ENSG00000161618	bins1505401	ENSG00000161618	ALDH16A1	ENST00000293350	+	protein_coding
bins1505551_ENSG00000104872	bins1505551	ENSG00000104872	PIH1D1	ENST00000596049	-	protein_coding
bins1505701_ENSG00000269469	bins1505701	ENSG00000269469	CTD-3148I10.9	ENST00000599536	+	protein_coding
bins1505851_ENSG00000090554	bins1505851	ENSG00000090554	FLT3LG	ENST00000601800	+	protein_coding
bins1506001_ENSG00000142541	bins1506001	ENSG00000142541	RPL13A	ENST00000391857	+	protein_coding
bins1506151_ENSG00000142534	bins1506151	ENSG00000142534	RPS11	ENST00000600027	+	protein_coding
bins1506301_ENSG00000104870	bins1506301	ENSG00000104870	FCGRT	ENST00000596147	+	protein_coding
bins1506451_ENSG00000142552	bins1506451	ENSG00000142552	RCN3	ENST00000598833	+	protein_coding
bins1506601_ENSG00000126460	bins1506601	ENSG00000126460	PRRG2	ENST00000246794	+	protein_coding
bins1506751_ENSG00000142546	bins1506751	ENSG00000142546	NOSIP	ENST00000599537	-	protein_coding
bins1506901_ENSG00000126464	bins1506901	ENSG00000126464	PRR12	ENST00000418929	+	protein_coding
bins1507051_ENSG00000126458	bins1507051	ENSG00000126458	RRAS	ENST00000246792	-	protein_coding
bins1507201_ENSG00000126461	bins1507201	ENSG00000126461	SCAF1	ENST00000360565	+	protein_coding
bins1507351_ENSG00000126453	bins1507351	ENSG00000126453	BCL2L12	ENST00000616144	+	protein_coding
bins1507501_ENSG00000126456	bins1507501	ENSG00000126456	IRF3	ENST00000377135	-	protein_coding
bins1507651_ENSG00000126457	bins1507651	ENSG00000126457	PRMT1	ENST00000532489	+	protein_coding
bins1507801_ENSG00000224420	bins1507801	ENSG00000224420	ADM5	ENST00000420022	+	protein_coding
bins1507951_ENSG00000169169	bins1507951	ENSG00000169169	CPT1C	ENST00000323446	+	protein_coding
bins1508101_ENSG00000126467	bins1508101	ENSG00000126467	TSKS	ENST00000246801	-	protein_coding
bins1508251_ENSG00000196961	bins1508251	ENSG00000196961	AP2A1	ENST00000354293	+	protein_coding
bins1508401_ENSG00000010361	bins1508401	ENSG00000010361	FUZ	ENST00000313777	-	protein_coding
bins1508551_ENSG00000104973	bins1508551	ENSG00000104973	MED25	ENST00000622402	+	protein_coding
bins1508701_ENSG00000104960	bins1508701	ENSG00000104960	PTOV1	ENST00000601612	+	protein_coding
bins1508851_ENSG00000104946	bins1508851	ENSG00000104946	TBC1D17	ENST00000622860	+	protein_coding
bins1509001_ENSG00000039650	bins1509001	ENSG00000039650	PNKP	ENST00000322344	-	protein_coding
bins1509151_ENSG00000204673	bins1509151	ENSG00000204673	AKT1S1	ENST00000391834	-	protein_coding
bins1509301_ENSG00000169136	bins1509301	ENSG00000169136	ATF5	ENST00000423777	+	protein_coding
bins1509451_ENSG00000104951	bins1509451	ENSG00000104951	IL4I1	ENST00000595948	-	protein_coding
bins1509601_ENSG00000213024	bins1509601	ENSG00000213024	NUP62	ENST00000422090	-	protein_coding
bins1509751_ENSG00000269179	bins1509751	ENSG00000269179	CTC-326K19.6	ENST00000451973	-	protein_coding
bins1509901_ENSG00000161640	bins1509901	ENSG00000161640	SIGLEC11	ENST00000447370	-	protein_coding
bins1510051_ENSG00000142528	bins1510051	ENSG00000142528	ZNF473	ENST00000601364	+	protein_coding
bins1510201_ENSG00000105053	bins1510201	ENSG00000105053	VRK3	ENST00000599538	-	protein_coding
bins1510351_ENSG00000161652	bins1510351	ENSG00000161652	IZUMO2	ENST00000293405	-	protein_coding
bins1510501_ENSG00000105357	bins1510501	ENSG00000105357	MYH14	ENST00000598205	+	protein_coding
bins1510651_ENSG00000131408	bins1510651	ENSG00000131408	NR1H2	ENST00000593532	+	protein_coding
bins1510801_ENSG00000131398	bins1510801	ENSG00000131398	KCNC3	ENST00000474951	-	protein_coding
