chr	str	end	name	length	CpG%	GC%
chr19	15114984	15125785	ENSG00000105135	10801	0.026667	0.572447
chr19	15159038	15200981	ENSG00000074181	41943	0.028468	0.548769
chr19	15226919	15233435	ENSG00000105131	6516	0.034075	0.560773
chr19	15235519	15332545	ENSG00000141867	97026	0.018614	0.50237
chr19	15353385	15379798	ENSG00000105127	26413	0.031766	0.532389
chr19	15380048	15419141	ENSG00000011243	39093	0.020976	0.488604
chr19	15419980	15449951	ENSG00000011451	29971	0.03033	0.581596
chr19	15451624	15464571	ENSG00000105122	12947	0.030434	0.571793
chr19	15468645	15498956	ENSG00000161031	30311	0.018311	0.48042
chr19	15508493	15552317	ENSG00000171954	43824	0.015928	0.492607
chr19	15615218	15630638	ENSG00000186526	15420	0.011933	0.477951
chr19	15615617	15662825	ENSG00000186529	47208	0.010401	0.461172
chr19	15672757	15697174	ENSG00000186204	24417	0.009051	0.459516
chr19	15728020	15729060	ENSG00000171942	1040	0.031761	0.571154
chr19	15741393	15742343	ENSG00000171936	950	0.007376	0.496842
chr19	15793951	15795082	ENSG00000172519	1131	0.030973	0.573828
chr19	15807003	15808126	ENSG00000186723	1123	0.036542	0.564559
chr19	15878023	15898120	ENSG00000186115	20097	0.01045	0.461313
chr19	15912367	15934867	ENSG00000171903	22500	0.0096	0.460356
chr19	15949008	15949958	ENSG00000176231	950	0.011591	0.492632
chr19	16067021	16103005	ENSG00000167460	35984	0.023733	0.509199
chr19	16111629	16134234	ENSG00000167461	22605	0.022474	0.537846
chr19	16134028	16158575	ENSG00000196684	24547	0.017314	0.51546
chr19	16161368	16173525	ENSG00000141977	12157	0.016535	0.49453
chr19	16185380	16192046	ENSG00000105058	6666	0.023106	0.529253
chr19	16197578	16245907	ENSG00000072958	48329	0.021789	0.515922
chr19	16324817	16327874	ENSG00000127528	3057	0.090314	0.655218
chr19	16355239	16472085	ENSG00000127527	116846	0.020314	0.504396
chr19	16479057	16496192	ENSG00000269058	17135	0.021653	0.47546
chr19	16496311	16521352	ENSG00000105072	25041	0.026118	0.516273
chr19	16517889	16542530	ENSG00000085872	24641	0.03401	0.573029
chr19	16549831	16572382	ENSG00000127526	22551	0.024124	0.501264
chr19	16479067	16628204	ENSG00000141979	149137	0.027035	0.519698
chr19	16574907	16629062	ENSG00000105085	54155	0.019611	0.525215
chr19	16577642	16660115	ENSG00000268790	82473	0.017751	0.504626
chr19	16630751	16660442	ENSG00000214046	29691	0.017245	0.478529
chr19	16661127	16690029	ENSG00000072954	28902	0.017646	0.499308
chr19	16719976	16817963	ENSG00000188039	97987	0.01489	0.480747
chr19	16829400	16880353	ENSG00000127511	50953	0.024003	0.529743
chr19	16888860	16892606	ENSG00000127533	3746	0.037383	0.614789
chr19	16892947	17026815	ENSG00000160111	133868	0.016063	0.498915
chr19	17049729	17075625	ENSG00000131351	25896	0.020969	0.496447
chr19	17075781	17214537	ENSG00000099331	138756	0.021094	0.513747
chr19	17215346	17219829	ENSG00000053501	4483	0.029674	0.552532
chr19	17226204	17229219	ENSG00000099330	3015	0.046118	0.587065
chr19	17231883	17245940	ENSG00000160113	14057	0.039983	0.589599
chr19	17235940	17255448	ENSG00000269095	19508	0.035116	0.576892
chr19	17267350	17281249	ENSG00000105393	13899	0.02396	0.524498
chr19	17267418	17282966	ENSG00000269307	15548	0.029716	0.540841
chr19	17281645	17287646	ENSG00000160117	6001	0.035	0.577904
chr19	17249176	17282786	ENSG00000130307	33610	0.02544	0.534484
chr19	17292609	17306843	ENSG00000130312	14234	0.034708	0.542504
chr19	17309518	17323301	ENSG00000130311	13783	0.026266	0.561561
chr19	17292131	17310236	ENSG00000127220	18105	0.037285	0.54902
chr19	17323223	17334829	ENSG00000074855	11606	0.053598	0.626659
chr19	17334920	17342735	ENSG00000130299	7815	0.041336	0.569674
chr19	17351448	17377350	ENSG00000130300	25902	0.022818	0.517219
chr19	17402939	17405648	ENSG00000130303	2709	0.025849	0.583979
chr19	17405722	17433724	ENSG00000141971	28002	0.024035	0.507178
chr19	17435509	17448567	ENSG00000188051	13058	0.019683	0.505361
chr19	17436611	17460804	ENSG00000269035	24193	0.023231	0.507213
chr19	17455425	17460954	ENSG00000171773	5529	0.030391	0.50841
chr19	17468769	17506168	ENSG00000130304	37399	0.024894	0.538811
chr19	17511629	17521288	ENSG00000130313	9659	0.030959	0.533285
chr19	17523301	17553839	ENSG00000167483	30538	0.022104	0.525116
chr19	17555594	17583162	ENSG00000130309	27568	0.025502	0.52862
chr19	17601328	17688365	ENSG00000130477	87037	0.020244	0.521686
chr19	17719242	17734516	ENSG00000130479	15274	0.034112	0.575357
chr19	17747718	17788568	ENSG00000130475	40850	0.022473	0.537528
chr19	17794828	17813082	ENSG00000179913	18254	0.018791	0.529309
chr19	17816512	17821574	ENSG00000248099	5062	0.026477	0.53062
chr19	17824780	17848071	ENSG00000105639	23291	0.026234	0.549311
chr19	17859876	17864153	ENSG00000105640	4277	0.035313	0.583119
chr19	17871973	17895174	ENSG00000105641	23201	0.02569	0.5264
chr19	17933016	17943991	ENSG00000007080	10975	0.031711	0.55836
chr19	17951293	18000080	ENSG00000105642	48787	0.025048	0.546949
chr19	18001132	18014102	ENSG00000105643	12970	0.044105	0.580108
chr19	18097793	18151692	ENSG00000099308	53899	0.027367	0.548693
chr19	18058995	18098944	ENSG00000096996	39949	0.019626	0.511002
chr19	18153158	18178117	ENSG00000268173	24959	0.031693	0.572058
chr19	18173162	18178117	ENSG00000216490	4955	0.028664	0.567911
chr19	18193182	18196948	ENSG00000254858	3766	0.044622	0.596123
chr19	18196784	18204074	ENSG00000105649	7290	0.030594	0.550617
chr19	18207961	18255419	ENSG00000105650	47458	0.02438	0.541258
chr19	18257097	18274509	ENSG00000130518	17412	0.022917	0.557949
chr19	18279760	18281622	ENSG00000130522	1862	0.117679	0.6971
chr19	18306230	18323274	ENSG00000130520	17044	0.027812	0.563717
chr19	18340587	18369950	ENSG00000130517	29363	0.021354	0.513265
chr19	18374731	18389176	ENSG00000130513	14445	0.027209	0.51928
chr19	18391144	18397617	ENSG00000175489	6473	0.029048	0.548123
chr19	18418864	18434562	ENSG00000130511	15698	0.043894	0.645241
chr19	18434388	18438301	ENSG00000105655	3913	0.070552	0.66573
chr19	18442663	18522127	ENSG00000105656	79464	0.021167	0.55517
chr19	18531751	18544077	ENSG00000105701	12326	0.027505	0.566364
chr19	18557762	18569387	ENSG00000105700	11625	0.027873	0.534194
chr19	18571730	18577550	ENSG00000221983	5820	0.029215	0.532302
chr19	18588685	18592336	ENSG00000006015	3651	0.052329	0.602575
chr19	18607430	18621039	ENSG00000105696	13609	0.031673	0.583364
chr19	18572220	18607741	ENSG00000006016	35521	0.033052	0.553194
chr19	18636965	18671714	ENSG00000167487	34749	0.02639	0.569714
chr19	18683677	18782333	ENSG00000105662	98656	0.025209	0.560432
chr19	18782773	18791314	ENSG00000105664	8541	0.057377	0.628732
chr19	18831938	18868236	ENSG00000005007	36298	0.028956	0.551546
chr19	18868545	18896096	ENSG00000130283	27551	0.032668	0.569017
chr19	18868545	18896727	ENSG00000223802	28182	0.034882	0.573416
chr19	18899514	18919397	ENSG00000105669	19883	0.026557	0.570638
chr19	18919675	18928633	ENSG00000105671	8958	0.029363	0.57111
chr19	18907013	18934397	ENSG00000268193	27384	0.030055	0.56617
chr19	18929201	18941261	ENSG00000051128	12060	0.033419	0.567662
chr19	19033575	19060311	ENSG00000105676	26736	0.019375	0.514475
chr19	18990888	19034023	ENSG00000064607	43135	0.020842	0.500012
chr19	19063999	19112888	ENSG00000181035	48889	0.020148	0.525865
chr19	19119169	19138513	ENSG00000064545	19344	0.019904	0.515974
chr19	19145568	19170289	ENSG00000213999	24721	0.019903	0.544517
chr19	19145567	19192158	ENSG00000064489	46591	0.021979	0.54547
chr19	19192229	19201869	ENSG00000064490	9640	0.025418	0.546577
chr19	19176903	19192591	ENSG00000254901	15688	0.025945	0.543409
chr19	19201416	19203424	ENSG00000184162	2008	0.030892	0.568227
chr19	19211973	19252233	ENSG00000130287	40260	0.018257	0.51545
chr19	19255641	19262796	ENSG00000187664	7155	0.039419	0.59441
chr19	19264364	19273391	ENSG00000213996	9027	0.018502	0.552897
chr19	19320681	19358755	ENSG00000129933	38074	0.022903	0.543862
chr19	19276018	19320844	ENSG00000105705	44826	0.021439	0.513742
chr19	19385826	19508931	ENSG00000167491	123105	0.018683	0.497345
chr19	19512418	19515685	ENSG00000178093	3267	0.06981	0.591062
chr19	19515736	19529054	ENSG00000186010	13318	0.026507	0.531461
chr19	19516227	19536076	ENSG00000258674	19849	0.025998	0.54839
chr19	19528861	19537581	ENSG00000250067	8720	0.031311	0.590367
chr19	19538248	19546659	ENSG00000160161	8411	0.055648	0.642373
chr19	19561707	19618916	ENSG00000105717	57209	0.019036	0.498733
chr19	19623668	19628930	ENSG00000064547	5262	0.045619	0.5897
chr19	19629476	19643667	ENSG00000089639	14191	0.027555	0.561483
chr19	19645198	19663693	ENSG00000105726	18495	0.02855	0.579832
chr19	19668796	19683509	ENSG00000181896	14713	0.021411	0.462788
chr19	19710471	19733097	ENSG00000105708	22626	0.012862	0.420225
chr19	19785839	19821751	ENSG00000081665	35912	0.012308	0.404879
chr19	19865886	19894674	ENSG00000256771	28788	0.009588	0.382729
chr19	19900913	19935575	ENSG00000184635	34662	0.009463	0.399977
chr19	19997058	20039506	ENSG00000197124	42448	0.012039	0.413989
chr19	20077994	20127076	ENSG00000213988	49082	0.011165	0.410008
chr19	20167228	20200490	ENSG00000256229	33262	0.011996	0.409025
chr19	20535825	20565809	ENSG00000237440	29984	0.009205	0.394544
chr19	20776304	20807322	ENSG00000160229	31018	0.006319	0.384583
chr19	20544571	20863281	ENSG00000188171	318710	0.008852	0.394687
chr19	20923222	20950697	ENSG00000105750	27475	0.008044	0.378708
chr19	21020620	21060050	ENSG00000118620	39430	0.010424	0.390515
chr19	21082159	21125270	ENSG00000160352	43111	0.009534	0.38779
chr19	21142024	21196053	ENSG00000196705	54029	0.009291	0.39116
chr19	21221500	21329425	ENSG00000182141	107925	0.008342	0.398078
chr19	21358930	21379302	ENSG00000172687	20372	0.011683	0.400795
chr19	21397119	21427573	ENSG00000196268	30454	0.007947	0.384284
chr19	21405159	21491266	ENSG00000269237	86107	0.013042	0.426922
chr19	21496682	21556270	ENSG00000197013	59588	0.010976	0.410636
chr19	21722766	21767628	ENSG00000197020	44862	0.009652	0.385627
chr19	21804949	21852125	ENSG00000198521	47176	0.012252	0.417776
chr19	21932958	22010949	ENSG00000160321	77991	0.006232	0.381634
chr19	22052452	22091480	ENSG00000197134	39028	0.009993	0.380906
chr19	22179091	22196951	ENSG00000196109	17860	0.005543	0.379563
chr19	22286408	22317176	ENSG00000196350	30768	0.008581	0.384263
chr19	22391019	22532485	ENSG00000197360	141466	0.010232	0.391227
chr19	22634324	22667670	ENSG00000229676	33346	0.010196	0.390242
chr19	22752183	22784107	ENSG00000213973	31924	0.010807	0.388235
chr19	22975468	23003176	ENSG00000269067	27708	0.006533	0.379638
chr19	23075210	23147219	ENSG00000183850	72009	0.011443	0.415198
chr19	23221599	23250390	ENSG00000196081	28791	0.011671	0.403841
chr19	23304991	23395560	ENSG00000167232	90569	0.008977	0.405569
chr19	23525631	23687220	ENSG00000197372	161589	0.008932	0.423492
chr19	23739195	23758891	ENSG00000196172	19696	0.010206	0.381702
chr19	23914876	23945159	ENSG00000213967	30283	0.008916	0.373708
chr19	24033405	24129961	ENSG00000213096	96556	0.009611	0.414257
chr19	29205321	29213541	ENSG00000169021	8220	0.020319	0.423966
chr19	29526499	29564479	ENSG00000187135	37980	0.018853	0.512033
chr19	29604017	29617237	ENSG00000105171	13220	0.02156	0.497579
chr19	29665056	29675457	ENSG00000166289	10401	0.032596	0.568984
chr19	29698886	29715789	ENSG00000131943	16903	0.021358	0.503875
chr19	29811898	29824308	ENSG00000105173	12410	0.025546	0.474537
chr19	29923644	30016608	ENSG00000105176	92964	0.010176	0.37876
chr19	30228290	30713538	ENSG00000198597	485248	0.013782	0.463809
chr19	31274945	31349547	ENSG00000121297	74602	0.016434	0.468848
chr19	32345594	32387667	ENSG00000168813	42073	0.011005	0.398213
chr19	32405543	32485895	ENSG00000178904	80352	0.011724	0.40447
chr19	32581068	32587452	ENSG00000105185	6384	0.022873	0.458333
chr19	32675407	32678300	ENSG00000186326	2893	0.077455	0.618044
chr19	32597007	32676597	ENSG00000105186	79590	0.020832	0.48976
chr19	32691961	32713796	ENSG00000213965	21835	0.018183	0.461278
chr19	32719753	32829580	ENSG00000173809	109827	0.013342	0.444856
chr19	32830509	32869766	ENSG00000021488	39257	0.017017	0.466261
chr19	32875925	32971991	ENSG00000121289	96066	0.012721	0.454833
chr19	32972209	32978222	ENSG00000131944	6013	0.024784	0.4921
chr19	32978593	33064888	ENSG00000131941	86295	0.018205	0.483284
chr19	33080880	33130542	ENSG00000076650	49662	0.017942	0.45713
chr19	33132090	33175795	ENSG00000166359	43705	0.017069	0.488091
chr19	33177603	33208867	ENSG00000130881	31264	0.027061	0.546923
chr19	33208664	33225850	ENSG00000130876	17186	0.025022	0.57797
chr19	33299934	33302564	ENSG00000245848	2630	0.084443	0.659696
chr19	33373330	33382686	ENSG00000153879	9356	0.0248	0.448055
chr19	33386950	33521794	ENSG00000124299	134844	0.021164	0.534661
chr19	33621955	33773509	ENSG00000124302	151554	0.016713	0.492704
chr19	33795933	33815763	ENSG00000153885	19830	0.031015	0.56001
chr19	34172504	34229515	ENSG00000257103	57011	0.011858	0.398274
chr19	34254537	34355586	ENSG00000166398	101049	0.014813	0.449466
chr19	34359480	34402156	ENSG00000105220	42676	0.018325	0.524534
chr19	34396315	34409364	ENSG00000266953	13049	0.024601	0.498965
chr19	34404384	34426168	ENSG00000126249	21784	0.017628	0.450652
chr19	34428352	34471251	ENSG00000126261	42899	0.015106	0.421665
chr19	34481638	34512304	ENSG00000142279	30666	0.027654	0.549664
chr19	34593329	34675699	ENSG00000205209	82370	0.00862	0.423067
chr19	34677639	34686397	ENSG00000089335	8758	0.015074	0.398264
chr19	34734155	34745378	ENSG00000197841	11223	0.010248	0.397309
chr19	34758076	34773229	ENSG00000153896	15153	0.01122	0.435161
chr19	34926903	34945170	ENSG00000168661	18267	0.01407	0.426945
chr19	34956354	34964049	ENSG00000180884	7695	0.019106	0.512801
chr19	34994784	35026471	ENSG00000089351	31687	0.024333	0.556821
chr19	35030684	35040448	ENSG00000105711	9764	0.030831	0.556739
chr19	35040506	35066571	ENSG00000105707	26065	0.019644	0.524113
chr19	35115879	35124324	ENSG00000089356	8445	0.017883	0.53878
chr19	35138808	35143109	ENSG00000266964	4301	0.037674	0.610788
chr19	35124513	35142451	ENSG00000153902	17938	0.025144	0.557309
chr19	35143250	35154301	ENSG00000221946	11051	0.017376	0.523844
chr19	35154730	35169883	ENSG00000089327	15153	0.013662	0.498713
chr19	35224800	35228729	ENSG00000177558	3929	0.022912	0.549249
chr19	35248330	35267964	ENSG00000105699	19634	0.025365	0.542528
chr19	35268978	35279821	ENSG00000105698	10843	0.033758	0.57355
chr19	35280716	35285143	ENSG00000105697	4427	0.019205	0.540998
chr19	35292125	35313804	ENSG00000105695	21679	0.023111	0.544167
chr19	35319261	35347355	ENSG00000012124	28094	0.018403	0.502456
chr19	35351552	35353862	ENSG00000126266	2310	0.042876	0.577056
chr19	35358460	35360485	ENSG00000185897	2025	0.032115	0.602963
chr19	35370929	35372962	ENSG00000126251	2033	0.030512	0.599115
chr19	35443907	35451767	ENSG00000126262	7860	0.021377	0.496819
chr19	35487324	35495558	ENSG00000188508	8234	0.02077	0.521982
chr19	35497220	35513658	ENSG00000161249	16438	0.021111	0.540455
chr19	35523367	35528351	ENSG00000189001	4984	0.021072	0.576645
chr19	35533412	35545316	ENSG00000105679	11904	0.022431	0.544607
chr19	35545595	35547526	ENSG00000105677	1931	0.044041	0.585707
chr19	35550043	35563658	ENSG00000105675	13615	0.028353	0.58083
chr19	35612744	35625349	ENSG00000249115	12605	0.018328	0.544228
chr19	35629030	35637686	ENSG00000126254	8656	0.024379	0.537893
chr19	35641745	35644871	ENSG00000105672	3126	0.05504	0.648752
chr19	35648223	35658861	ENSG00000126267	10638	0.020118	0.4906
chr19	35666516	35678483	ENSG00000105668	11967	0.023985	0.526949
chr19	35704527	35717038	ENSG00000011590	12511	0.021743	0.524818
chr19	35718019	35738878	ENSG00000272333	20859	0.032841	0.597728
chr19	35738801	35742453	ENSG00000126246	3652	0.03725	0.579135
chr19	35745114	35747519	ENSG00000205155	2405	0.029534	0.519751
chr19	35739252	35745432	ENSG00000267120	6180	0.036737	0.574757
chr19	35742464	35745445	ENSG00000161265	2981	0.031544	0.558202
chr19	35745678	35754519	ENSG00000188223	8841	0.022285	0.529691
chr19	35748361	35754519	ENSG00000267796	6158	0.022414	0.546606
chr19	35754568	35758079	ENSG00000004776	3511	0.052707	0.625463
chr19	35758143	35771028	ENSG00000167595	12885	0.022586	0.539309
chr19	35774532	35788822	ENSG00000004777	14290	0.032543	0.609307
chr19	35799988	35813299	ENSG00000250799	13311	0.017731	0.515664
chr19	35855861	35867109	ENSG00000126259	11248	0.02783	0.564723
chr19	35867899	35879791	ENSG00000105290	11892	0.029182	0.570215
chr19	35825964	35869287	ENSG00000161270	43323	0.023245	0.530988
chr19	35887653	35902303	ENSG00000167604	14650	0.025394	0.533788
chr19	35902480	35904377	ENSG00000126264	1897	0.024262	0.586716
chr19	35904401	35908295	ENSG00000011600	3894	0.018752	0.514638
chr19	35935358	35945767	ENSG00000126243	10409	0.035261	0.569027
chr19	35995199	35996315	ENSG00000205138	1116	0.07713	0.633513
chr19	36003307	36008793	ENSG00000181392	5486	0.018049	0.556325
chr19	36009120	36014239	ENSG00000239382	5119	0.025205	0.563196
chr19	36014660	36033343	ENSG00000105270	18683	0.021732	0.527057
chr19	36034985	36054762	ENSG00000161277	19777	0.017041	0.489913
chr19	36054881	36105106	ENSG00000075702	50225	0.019294	0.514545
chr19	36111151	36113711	ENSG00000105261	2560	0.032435	0.563672
chr19	36114289	36125947	ENSG00000105254	11658	0.032255	0.552839
chr19	36113710	36115346	ENSG00000105258	1636	0.066667	0.606968
chr19	36139575	36150353	ENSG00000126247	10778	0.028579	0.541473
chr19	36150922	36152869	ENSG00000161281	1947	0.052415	0.631228
chr19	36214602	36238774	ENSG00000167635	24172	0.017418	0.428388
chr19	36182060	36246257	ENSG00000196357	64197	0.018428	0.451158
chr19	36334453	36379199	ENSG00000142065	44746	0.013342	0.426921
chr19	36383120	36418656	ENSG00000181007	35536	0.012129	0.407418
chr19	36445119	36489902	ENSG00000186017	44783	0.013041	0.40962
chr19	36510695	36528660	ENSG00000254004	17965	0.012469	0.401559
chr19	36604817	36634113	ENSG00000161298	29296	0.012528	0.419204
chr19	36534774	36605276	ENSG00000186020	70502	0.011702	0.409648
chr19	36637192	36666853	ENSG00000197808	29661	0.011362	0.403055
chr19	36687612	36727701	ENSG00000189042	40089	0.010402	0.405448
chr19	36714383	36772825	ENSG00000267041	58442	0.011773	0.411536
chr19	36773153	36777078	ENSG00000267260	3925	0.031855	0.458344
chr19	36850361	36913029	ENSG00000251247	62668	0.010085	0.392864
chr19	36817428	36850787	ENSG00000197863	33359	0.014299	0.425672
chr19	36888124	36916291	ENSG00000185869	28167	0.00948	0.393333
chr19	36916329	36998700	ENSG00000198453	82371	0.010732	0.400505
chr19	37007857	37130314	ENSG00000197050	122457	0.013412	0.421772
chr19	37106734	37172741	ENSG00000196967	66007	0.009908	0.407669
chr19	37093019	37210512	ENSG00000267360	117493	0.010052	0.408179
chr19	37217926	37248738	ENSG00000188283	30812	0.014313	0.413962
chr19	37181579	37218153	ENSG00000245680	36574	0.01482	0.422076
chr19	37312837	37369365	ENSG00000181666	56528	0.015232	0.438261
chr19	37371061	37393066	ENSG00000189164	22005	0.011271	0.407226
chr19	37467585	37488652	ENSG00000171827	21067	0.014573	0.416481
chr19	37411155	37469275	ENSG00000196437	58120	0.010651	0.392722
chr19	37506939	37548762	ENSG00000188227	41823	0.012195	0.427181
chr19	37551406	37614097	ENSG00000171817	62691	0.010879	0.395559
chr19	37554782	37594790	ENSG00000180479	40008	0.010473	0.39972
chr19	37667751	37692322	ENSG00000196381	24571	0.014042	0.419682
chr19	37613749	37692337	ENSG00000120784	78588	0.012865	0.410928
chr19	37689865	37719188	ENSG00000267552	29323	0.01562	0.418682
chr19	37696363	37719790	ENSG00000198182	23427	0.015154	0.415546
chr19	37735833	37817300	ENSG00000189144	81467	0.014018	0.413787
chr19	37884823	37906677	ENSG00000171804	21854	0.014231	0.469662
chr19	37907228	38208372	ENSG00000105738	301144	0.015693	0.475201
chr19	38211006	38229714	ENSG00000011332	18708	0.034319	0.57152
chr19	38244035	38292614	ENSG00000167642	48579	0.0239	0.512217
chr19	38251237	38256591	ENSG00000167641	5354	0.033439	0.584049
chr19	38289151	38304910	ENSG00000267748	15759	0.022909	0.533663
chr19	38304161	38305009	ENSG00000167644	848	0.042503	0.65566
chr19	38305104	38317273	ENSG00000167645	12169	0.026052	0.553702
chr19	38319844	38332076	ENSG00000099337	12232	0.021993	0.528695
chr19	38335775	38370943	ENSG00000099338	35168	0.023858	0.530994
chr19	38374536	38383824	ENSG00000099341	9288	0.023581	0.536068
chr19	38384265	38388082	ENSG00000179168	3817	0.057652	0.649201
chr19	38388421	38399587	ENSG00000188766	11166	0.028751	0.562422
chr19	38403135	38409088	ENSG00000130244	5953	0.031082	0.547791
chr19	38409051	38426305	ENSG00000171777	17254	0.020054	0.535122
chr19	38433699	38587564	ENSG00000196218	153865	0.020904	0.52827
chr19	38587641	38618882	ENSG00000104814	31241	0.020198	0.508658
chr19	38619082	38636955	ENSG00000178982	17873	0.020815	0.503721
chr19	38647649	38731583	ENSG00000130402	83934	0.021017	0.530047
chr19	38730187	38769904	ENSG00000182472	39717	0.0211	0.511519
chr19	38770971	38773492	ENSG00000205076	2521	0.039286	0.585482
chr19	38789211	38791749	ENSG00000178934	2538	0.039417	0.587864
chr19	38801671	38813364	ENSG00000171747	11693	0.020954	0.523133
chr19	38815422	38832005	ENSG00000104823	16583	0.023037	0.514684
chr19	38817471	38840178	ENSG00000268083	22707	0.021052	0.499846
chr19	38836388	38852347	ENSG00000104824	15959	0.033463	0.537377
chr19	38867834	38878279	ENSG00000187994	10445	0.02499	0.532504
chr19	38899700	38908893	ENSG00000104825	9193	0.026762	0.50756
chr19	38878555	38899862	ENSG00000068903	21307	0.021309	0.535458
chr19	38908980	38912158	ENSG00000262484	3178	0.028014	0.601322
chr19	38930548	38933162	ENSG00000128626	2614	0.04248	0.555853
chr19	38915266	38930896	ENSG00000104835	15630	0.025657	0.536596
chr19	38915404	38949855	ENSG00000269547	34451	0.021509	0.516124
chr19	38941401	38975910	ENSG00000269190	34509	0.020285	0.49361
chr19	38990714	39032785	ENSG00000161243	42071	0.017875	0.481805
chr19	39083913	39111493	ENSG00000183760	27580	0.018637	0.496664
chr19	39125770	39182816	ENSG00000130669	57046	0.025068	0.561687
chr19	39196961	39201884	ENSG00000188505	4923	0.028241	0.567946
chr19	39202831	39204266	ENSG00000179751	1435	0.036262	0.637631
chr19	39243553	39245129	ENSG00000197110	1576	0.021587	0.61231
chr19	39268514	39270092	ENSG00000183709	1578	0.019658	0.607731
chr19	39296325	39298673	ENSG00000182393	2348	0.017895	0.563032
chr19	39306568	39315336	ENSG00000128011	8768	0.043572	0.572422
chr19	39328353	39342372	ENSG00000130755	14019	0.02133	0.511021
chr19	39342396	39385710	ENSG00000179134	43314	0.01473	0.498176
chr19	39385852	39391195	ENSG00000006712	5343	0.023212	0.527419
chr19	39391303	39400637	ENSG00000063322	9334	0.021965	0.523677
chr19	39406813	39409412	ENSG00000128016	2599	0.04465	0.590997
chr19	39412585	39428415	ENSG00000090924	15830	0.030703	0.56772
chr19	39433207	39435948	ENSG00000105193	2741	0.026642	0.509668
chr19	39436156	39476670	ENSG00000196235	40514	0.019154	0.514143
chr19	39480412	39493785	ENSG00000105197	13373	0.022809	0.530771
chr19	39498895	39508481	ENSG00000090932	9586	0.039645	0.568329
chr19	39515113	39520686	ENSG00000186838	5573	0.031587	0.554818
chr19	39530990	39532854	ENSG00000176401	1864	0.042941	0.489807
chr19	39538250	39540230	ENSG00000176396	1980	0.046488	0.469697
chr19	39602501	39607476	ENSG00000105198	4975	0.010454	0.450854
chr19	39655894	39660647	ENSG00000249861	4753	0.008838	0.455712
chr19	39704306	39709444	ENSG00000006659	5138	0.010317	0.4529
chr19	39731250	39738028	ENSG00000105205	6778	0.008116	0.43833
chr19	39776595	39786135	ENSG00000213921	9540	0.00912	0.41153
chr19	39825350	39834201	ENSG00000105204	8851	0.028701	0.5718
chr19	39834458	39846414	ENSG00000105202	11956	0.018486	0.483439
chr19	39863323	39934626	ENSG00000275395	71303	0.021037	0.514144
chr19	39971005	39981441	ENSG00000013275	10436	0.01955	0.502587
chr19	39984134	40021041	ENSG00000187187	36907	0.00989	0.398434
chr19	40028260	40056209	ENSG00000128000	27949	0.009589	0.396472
chr19	40069152	40090938	ENSG00000197782	21786	0.008859	0.385247
chr19	40191744	40215575	ENSG00000130758	23831	0.023877	0.529562
chr19	40216058	40218399	ENSG00000174521	2341	0.061966	0.63947
chr19	40222208	40226690	ENSG00000105219	4482	0.043963	0.574967
chr19	40230317	40285536	ENSG00000105221	55219	0.02041	0.53612
chr19	40348456	40380439	ENSG00000105223	31983	0.020418	0.523278
chr19	40319536	40348527	ENSG00000160392	28991	0.018696	0.505053
chr19	40379271	40390187	ENSG00000160396	10916	0.02437	0.539667
chr19	40393768	40413366	ENSG00000105227	19598	0.027912	0.558271
chr19	40421592	40426025	ENSG00000197019	4433	0.034296	0.525829
chr19	40440844	40444705	ENSG00000167565	3861	0.040674	0.558923
chr19	40447789	40465840	ENSG00000090013	18051	0.017729	0.498033
chr19	40466241	40576464	ENSG00000160460	110223	0.021214	0.506426
chr19	40576851	40591399	ENSG00000160410	14548	0.020898	0.535263
chr19	40592883	40629818	ENSG00000090006	36935	0.034602	0.564749
chr19	40665905	40690972	ENSG00000105245	25067	0.021423	0.525512
chr19	40717103	40740860	ENSG00000086544	23757	0.018606	0.513154
chr19	40691529	40718207	ENSG00000123815	26678	0.021067	0.526614
chr19	40750637	40765389	ENSG00000077312	14752	0.022643	0.50766
chr19	40740856	40751553	ENSG00000188493	10697	0.027019	0.549687
chr19	40771648	40777490	ENSG00000261857	5842	0.013354	0.49418
chr19	40771648	40786685	ENSG00000268975	15037	0.018955	0.515927
chr19	40778216	40796944	ENSG00000167578	18728	0.020238	0.519383
chr19	40778242	40808198	ENSG00000171570	29956	0.024136	0.542162
chr19	40798996	40808433	ENSG00000269858	9437	0.029144	0.591502
chr19	40801297	40898282	ENSG00000268797	96985	0.015188	0.481817
chr19	40843538	40882210	ENSG00000255974	38672	0.01368	0.471892
chr19	40875439	40882752	ENSG00000198077	7313	0.021335	0.535485
chr19	40991299	41018398	ENSG00000197408	27099	0.009669	0.446253
chr19	41088472	41096195	ENSG00000197838	7723	0.020073	0.531529
chr19	41114432	41128366	ENSG00000197446	13934	0.019091	0.515215
chr19	41193049	41207539	ENSG00000167600	14490	0.021741	0.533747
chr19	41219203	41261766	ENSG00000167601	42563	0.01788	0.508634
chr19	41262496	41307598	ENSG00000105323	45102	0.017804	0.480311
chr19	41310189	41324883	ENSG00000142039	14694	0.02001	0.535116
chr19	41350853	41425004	ENSG00000255730	74151	0.021955	0.524861
chr19	41350911	41384083	ENSG00000142046	33172	0.025956	0.5268
chr19	41301587	41353911	ENSG00000105329	52324	0.023336	0.531267
chr19	41354421	41364173	ENSG00000123810	9752	0.020203	0.523482
chr19	41397460	41431345	ENSG00000248098	33885	0.019183	0.534897
